,02E,02S,02W,02N,08E,08S,08W,08N,14E,14S,14W,14N,20E,20S,20W,20N
80913,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0
80914,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0
80915,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0
80916,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0
80917,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0
80918,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0
80919,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
80920,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0
80921,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0
80922,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
80923,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1
80924,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
80925,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
80926,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0
80927,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
80928,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0
80929,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1
80930,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0
80931,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0
80932,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0
81145,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
81146,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0
81147,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0
81148,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
81149,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
81150,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0
81151,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1
81152,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0
81153,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1
81154,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0
81155,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
81156,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
81157,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0
81158,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0
81159,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1
81160,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1
81161,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1
81162,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0
81163,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0
81164,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1
81165,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1
81166,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1
81167,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0
81168,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0
81169,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0
81170,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1
81171,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0
81172,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0
81173,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0
81174,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0
81175,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1
81176,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0
81177,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0
81178,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0
81179,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
81180,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
81181,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
81182,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0
81183,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0
81184,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0
81185,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0
81186,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0
81187,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0
81188,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0
81189,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
81190,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
81191,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0
81192,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1
81193,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0
81194,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0
81195,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0
81196,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1
81197,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0
81198,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0
81199,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0
81200,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0
81201,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1
81202,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1
81203,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
81204,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
81205,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0
81206,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0
81207,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0
81208,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0
81209,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0
81210,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0
81211,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1
81212,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0
81213,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0
81214,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0
81215,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0
81216,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0
81217,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1
81218,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
81219,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
81220,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1
81221,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1
81222,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0
81223,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0
81224,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1
81225,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0
81226,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
81227,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0
81228,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1
81229,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1
81230,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
81231,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0
81232,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
81233,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0
81234,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0
81235,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
81236,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0
81237,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0
81238,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0
81239,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0
81240,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
81241,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0
81242,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1
81243,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0
81244,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0
81245,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0
81246,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
81247,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0
81248,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1
81249,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0
81250,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0
81251,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0
81252,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1
81253,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0
81254,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
81255,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1
81256,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0
81257,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0
81258,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
81259,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
81260,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0
81261,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0
81262,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1
81263,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1
81264,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0
81265,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0
81266,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1
81267,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0
81268,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0
81269,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0
81270,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
81271,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
81272,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0
81273,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
81274,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0
81275,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
81276,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0
81277,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0
81278,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1
81279,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0
81280,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0
81281,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0
81282,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1
81283,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0
81284,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0
81285,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
81286,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
81287,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0
81288,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0
81289,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
81290,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0
81291,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0
81292,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1
81293,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1
81294,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1
81295,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1
81296,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0
81297,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0
81510,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
81511,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0
81512,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0
81513,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
81514,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0
81515,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0
81516,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0
81517,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0
81518,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0
81519,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0
81520,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0
81521,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
81522,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0
81523,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0
81524,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0
81525,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0
81526,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
81527,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0
81528,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1
81529,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0
81530,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
81531,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1
81532,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0
81533,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1
81534,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1
81535,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0
81536,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1
81537,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1
81538,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1
81539,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
81540,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
81541,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0
81542,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0
81543,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
81544,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
81545,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0
81546,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1
81547,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1
81548,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0
81549,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0
81550,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
81551,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0
81552,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0
81553,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0
81554,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1
81555,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0
81556,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0
81557,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0
81558,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0
81559,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
81560,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0
81561,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0
81562,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0
81563,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0
81564,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0
81565,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1
81566,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1
81567,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0
81568,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0
81569,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0
81570,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0
81571,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0
81572,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1
81573,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1
81574,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0
81575,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1
81576,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0
81577,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0
81578,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1
81579,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1
81580,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1
81581,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0
81582,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0
81583,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0
81584,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0
81585,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
81586,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0
81587,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0
81588,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0
81589,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0
81590,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
81591,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0
81592,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
81593,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0
81594,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0
81595,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
81596,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
81597,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1
81598,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1
81599,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0
81600,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
81601,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
81602,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1
81603,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0
81604,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1
81605,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1
81606,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0
81607,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0
81608,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0
81609,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0
81610,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1
81611,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0
81612,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0
81613,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1
81614,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0
81615,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0
81616,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0
81617,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0
81618,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0
81619,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0
81620,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
81621,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
81622,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
81623,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0
81624,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1
81625,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
81626,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0
81627,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0
81628,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1
81629,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0
81630,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0
81631,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0
81632,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
81633,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
81634,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0
81635,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
81636,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0
81637,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0
81638,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1
81639,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
81640,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0
81641,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0
81642,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0
81643,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0
81644,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0
81645,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0
81646,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1
81647,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1
81648,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1
81649,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0
81650,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0
81651,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0
81652,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0
81653,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0
81654,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1
81655,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1
81656,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1
81657,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
81658,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0
81659,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0
81660,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0
81661,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0
81662,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0
81875,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1
81876,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0
81877,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1
81878,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1
81879,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1
81880,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1
81881,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1
81882,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1
81883,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1
81884,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1
81885,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1
81886,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0
81887,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
81888,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
81889,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0
81890,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0
81891,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0
81892,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0
81893,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1
81894,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1
81895,1,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0
81896,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0
81897,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1
81898,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1
81899,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1
81900,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1
81901,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0
81902,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1
81903,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0
81904,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0
81905,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0
81906,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0
81907,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0
81908,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0
81909,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0
81910,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0
81911,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
81912,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1
81913,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0
81914,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1
81915,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1
81916,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1
81917,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0
81918,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0
81919,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0
81920,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0
81921,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0
81922,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0
81923,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0
81924,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0
81925,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1
81926,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1
81927,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1
81928,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1
81929,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1
81930,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1
81931,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0
81932,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0
81933,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0
81934,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0
81935,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0
81936,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0
81937,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0
81938,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0
81939,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1
81940,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0
81941,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1
81942,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0
81943,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1
81944,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0
81945,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0
81946,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1
